,국가명,KTO카테고리소분류,소비금액비율
202301,중국,전체,10.89
202302,중국,전체,9.07
202303,중국,전체,7.49
202304,중국,전체,10.01
202305,중국,전체,11.25
202306,중국,전체,12.49
202307,중국,전체,12.97
202308,중국,전체,12.67
202309,중국,전체,10.09
202310,중국,전체,10.7
202311,중국,전체,10.71
202312,중국,전체,14.0
