기준연월,국가명,KTO카테고리소분류,소비건수비율_전체
202301,중국,약국,55.07
202301,중국,피부과,10.47
202301,중국,성형외과,4.5
202301,중국,대학/종합병원,19.43
202301,중국,치과,5.6
202301,중국,한의학과,2.89
202301,중국,안과,1.61
202301,중국,한약방,0.43
202302,중국,약국,48.14
202302,중국,피부과,13.17
202302,중국,성형외과,3.99
202302,중국,대학/종합병원,22.05
202302,중국,치과,6.5
202302,중국,한의학과,4.0
202302,중국,안과,1.93
202302,중국,한약방,0.23
202303,중국,약국,51.06
202303,중국,피부과,13.81
202303,중국,성형외과,5.76
202303,중국,대학/종합병원,19.37
202303,중국,치과,5.63
202303,중국,한의학과,2.96
202303,중국,안과,1.08
202303,중국,한약방,0.33
202304,중국,약국,52.01
202304,중국,피부과,14.71
202304,중국,성형외과,5.83
202304,중국,대학/종합병원,19.1
202304,중국,치과,4.34
202304,중국,한의학과,2.47
202304,중국,안과,1.26
202304,중국,한약방,0.27
202305,중국,약국,60.06
202305,중국,피부과,19.89
202305,중국,성형외과,6.46
202305,중국,대학/종합병원,6.23
202305,중국,치과,4.0
202305,중국,한의학과,2.23
202305,중국,안과,0.88
202305,중국,한약방,0.25
202306,중국,약국,58.33
202306,중국,피부과,22.28
202306,중국,성형외과,7.52
202306,중국,대학/종합병원,5.33
202306,중국,치과,3.66
202306,중국,한의학과,1.75
202306,중국,안과,0.81
202306,중국,한약방,0.32
202307,중국,약국,62.6
202307,중국,피부과,18.91
202307,중국,성형외과,7.01
202307,중국,대학/종합병원,5.19
202307,중국,치과,3.37
202307,중국,한의학과,1.72
202307,중국,안과,0.88
202307,중국,한약방,0.32
202308,중국,약국,62.26
202308,중국,피부과,19.29
202308,중국,성형외과,6.57
202308,중국,대학/종합병원,5.77
202308,중국,치과,3.22
202308,중국,한의학과,1.79
202308,중국,안과,0.77
202308,중국,한약방,0.33
202309,중국,약국,63.25
202309,중국,피부과,19.65
202309,중국,성형외과,6.74
202309,중국,대학/종합병원,4.57
202309,중국,치과,2.82
202309,중국,한의학과,1.97
202309,중국,안과,0.72
202309,중국,한약방,0.29
202310,중국,약국,63.06
202310,중국,피부과,19.93
202310,중국,성형외과,5.28
202310,중국,대학/종합병원,5.29
202310,중국,치과,3.09
202310,중국,한의학과,2.31
202310,중국,안과,0.7
202310,중국,한약방,0.33
202311,중국,약국,60.52
202311,중국,피부과,21.58
202311,중국,성형외과,5.45
202311,중국,대학/종합병원,6.02
202311,중국,치과,3.08
202311,중국,한의학과,2.2
202311,중국,안과,0.8
202311,중국,한약방,0.34
202312,중국,약국,59.57
202312,중국,피부과,22.53
202312,중국,성형외과,6.3
202312,중국,대학/종합병원,5.87
202312,중국,치과,2.95
202312,중국,한의학과,1.75
202312,중국,안과,0.77
202312,중국,한약방,0.25
