국가명,KTO카테고리소분류,소비금액비율(카테고리별)
중국,대학/종합병원,30.72
중국,성형외과,12.31
중국,안과,2.59
중국,약국,8.31
중국,치과,19.08
중국,피부과,22.35
중국,한약방,0.05
중국,한의학과,4.59
