기준연월,국가명,KTO카테고리소분류,소비금액비율_전체
202101,중국,대학/종합병원,35.45
202101,중국,피부과,18.69
202101,중국,치과,19.74
202101,중국,성형외과,13.73
202101,중국,약국,8.86
202101,중국,한의학과,3.3
202101,중국,안과,0.22
202101,중국,한약방,0.0
202102,중국,대학/종합병원,23.46
202102,중국,피부과,24.49
202102,중국,치과,14.51
202102,중국,성형외과,16.94
202102,중국,약국,8.41
202102,중국,한의학과,5.71
202102,중국,안과,6.47
202103,중국,대학/종합병원,24.66
202103,중국,피부과,23.98
202103,중국,치과,24.09
202103,중국,성형외과,13.68
202103,중국,약국,8.24
202103,중국,한의학과,4.51
202103,중국,안과,0.84
202103,중국,한약방,0.0
202104,중국,대학/종합병원,28.49
202104,중국,피부과,23.11
202104,중국,치과,26.27
202104,중국,성형외과,8.46
202104,중국,약국,7.04
202104,중국,한의학과,5.38
202104,중국,안과,1.24
202105,중국,대학/종합병원,30.73
202105,중국,피부과,21.49
202105,중국,치과,22.63
202105,중국,성형외과,9.53
202105,중국,약국,7.24
202105,중국,한의학과,3.69
202105,중국,안과,4.69
202106,중국,대학/종합병원,36.96
202106,중국,피부과,18.7
202106,중국,치과,19.62
202106,중국,성형외과,11.64
202106,중국,약국,6.74
202106,중국,한의학과,3.46
202106,중국,안과,2.86
202106,중국,한약방,0.02
202107,중국,대학/종합병원,35.61
202107,중국,피부과,19.79
202107,중국,치과,16.03
202107,중국,성형외과,11.56
202107,중국,약국,8.03
202107,중국,한의학과,2.77
202107,중국,안과,6.06
202107,중국,한약방,0.15
202108,중국,대학/종합병원,29.99
202108,중국,피부과,13.57
202108,중국,치과,17.29
202108,중국,성형외과,20.01
202108,중국,약국,9.89
202108,중국,한의학과,4.3
202108,중국,안과,4.94
202108,중국,한약방,0.0
202109,중국,대학/종합병원,24.2
202109,중국,피부과,31.29
202109,중국,치과,20.04
202109,중국,성형외과,6.99
202109,중국,약국,11.25
202109,중국,한의학과,5.5
202109,중국,안과,0.72
202109,중국,한약방,0.0
202110,중국,대학/종합병원,32.01
202110,중국,피부과,26.82
202110,중국,치과,15.42
202110,중국,성형외과,7.74
202110,중국,약국,8.69
202110,중국,한의학과,7.9
202110,중국,안과,1.2
202110,중국,한약방,0.22
202111,중국,대학/종합병원,26.93
202111,중국,피부과,32.49
202111,중국,치과,12.66
202111,중국,성형외과,14.31
202111,중국,약국,7.18
202111,중국,한의학과,5.05
202111,중국,안과,1.25
202111,중국,한약방,0.14
202112,중국,대학/종합병원,38.0
202112,중국,피부과,17.41
202112,중국,치과,15.4
202112,중국,성형외과,15.36
202112,중국,약국,7.74
202112,중국,한의학과,5.23
202112,중국,안과,0.78
202112,중국,한약방,0.08
