국가명,KTO카테고리소분류,소비건수비율(카테고리별)
중국,대학/종합병원,27.73
중국,성형외과,2.96
중국,안과,1.42
중국,약국,44.82
중국,치과,8.51
중국,피부과,9.83
중국,한약방,0.08
중국,한의학과,4.66
