기준연월,시도명,소비건수_(전체)
202501,전북특별자치도,850.0
202502,전북특별자치도,717.0
202503,전북특별자치도,1055.0
202504,전북특별자치도,1545.0
202505,전북특별자치도,1376.0
202506,전북특별자치도,1346.0
202507,전북특별자치도,1286.0
202508,전북특별자치도,1070.0
202509,전북특별자치도,1314.0
202510,전북특별자치도,1506.0
202511,전북특별자치도,1577.0
202512,전북특별자치도,1459.0
