국가명,KTO카테고리소분류,소비건수비율(카테고리별)
중국,대학/종합병원,2.32
중국,성형외과,3.83
중국,안과,0.54
중국,약국,68.14
중국,치과,2.14
중국,피부과,21.64
중국,한약방,0.23
중국,한의학과,1.17
