,국가명,KTO카테고리소분류,소비건수비율
202601,중국,전체,8.95
202602,중국,전체,8.62
202603,중국,전체,11.7
202604,중국,전체,12.38
202605,중국,전체,12.11
202606,중국,전체,13.3
