국가명,KTO카테고리소분류,소비금액비율(카테고리별)
중국,대학/종합병원,1.88
중국,성형외과,14.72
중국,안과,0.5
중국,약국,6.85
중국,치과,1.53
중국,피부과,73.96
중국,한약방,0.01
중국,한의학과,0.56
