국가명,기준연월,소비금액
태국,202201,48123.0
태국,202202,63013.0
태국,202203,60631.0
태국,202204,784831.0
태국,202205,835905.0
태국,202206,1261137.0
태국,202207,980831.0
태국,202208,1075339.0
태국,202209,1197881.0
태국,202210,1835277.0
태국,202211,1494728.0
태국,202212,1991580.0
