국가명,KTO카테고리소분류,소비건수비율(카테고리별)
태국,대학/종합병원,6.54
태국,성형외과,22.09
태국,안과,0.66
태국,약국,56.79
태국,치과,2.58
태국,피부과,10.27
태국,한약방,0.36
태국,한의학과,0.72
