기준연월,국가명,KTO카테고리소분류,소비금액비율_전체
202201,태국,성형외과,27.06
202201,태국,피부과,19.44
202201,태국,약국,11.41
202201,태국,치과,14.39
202201,태국,대학/종합병원,27.09
202201,태국,한의학과,0.29
202201,태국,안과,0.33
202202,태국,성형외과,36.03
202202,태국,피부과,30.17
202202,태국,약국,7.45
202202,태국,치과,9.27
202202,태국,대학/종합병원,16.32
202202,태국,한의학과,0.74
202202,태국,안과,0.03
202203,태국,성형외과,35.49
202203,태국,피부과,28.74
202203,태국,약국,12.13
202203,태국,치과,10.95
202203,태국,대학/종합병원,11.96
202203,태국,한의학과,0.47
202203,태국,안과,0.16
202203,태국,한약방,0.1
202204,태국,성형외과,84.59
202204,태국,피부과,8.04
202204,태국,약국,1.43
202204,태국,치과,3.19
202204,태국,대학/종합병원,2.1
202204,태국,한의학과,0.17
202204,태국,안과,0.46
202204,태국,한약방,0.01
202205,태국,성형외과,90.58
202205,태국,피부과,5.0
202205,태국,약국,2.15
202205,태국,치과,0.84
202205,태국,대학/종합병원,1.23
202205,태국,한의학과,0.16
202205,태국,안과,0.04
202205,태국,한약방,0.0
202206,태국,성형외과,88.0
202206,태국,피부과,6.38
202206,태국,약국,2.0
202206,태국,치과,1.08
202206,태국,대학/종합병원,1.8
202206,태국,한의학과,0.04
202206,태국,안과,0.7
202206,태국,한약방,0.0
202207,태국,성형외과,85.53
202207,태국,피부과,5.62
202207,태국,약국,3.24
202207,태국,치과,1.2
202207,태국,대학/종합병원,3.78
202207,태국,한의학과,0.47
202207,태국,안과,0.15
202207,태국,한약방,0.02
202208,태국,성형외과,82.68
202208,태국,피부과,9.61
202208,태국,약국,1.95
202208,태국,치과,3.05
202208,태국,대학/종합병원,2.32
202208,태국,한의학과,0.13
202208,태국,안과,0.27
202208,태국,한약방,0.0
202209,태국,성형외과,84.64
202209,태국,피부과,8.72
202209,태국,약국,1.78
202209,태국,치과,3.24
202209,태국,대학/종합병원,0.94
202209,태국,한의학과,0.66
202209,태국,안과,0.01
202209,태국,한약방,0.0
202210,태국,성형외과,81.33
202210,태국,피부과,11.69
202210,태국,약국,2.42
202210,태국,치과,2.46
202210,태국,대학/종합병원,1.66
202210,태국,한의학과,0.22
202210,태국,안과,0.19
202210,태국,한약방,0.02
202211,태국,성형외과,82.74
202211,태국,피부과,11.5
202211,태국,약국,3.0
202211,태국,치과,1.81
202211,태국,대학/종합병원,0.71
202211,태국,한의학과,0.22
202211,태국,안과,0.01
202211,태국,한약방,0.0
202212,태국,성형외과,81.88
202212,태국,피부과,13.07
202212,태국,약국,1.83
202212,태국,치과,1.37
202212,태국,대학/종합병원,1.02
202212,태국,한의학과,0.72
202212,태국,안과,0.1
202212,태국,한약방,0.0
