,국가명,KTO카테고리소분류,소비금액비율
202201,태국,전체,0.57
202202,태국,전체,0.68
202203,태국,전체,0.62
202204,태국,전체,5.39
202205,태국,전체,4.43
202206,태국,전체,5.43
202207,태국,전체,3.82
202208,태국,전체,4.36
202209,태국,전체,4.4
202210,태국,전체,5.26
202211,태국,전체,4.44
202212,태국,전체,6.12
