기준연월,국가명,KTO카테고리소분류,소비건수비율_전체
202201,태국,약국,49.86
202201,태국,성형외과,7.44
202201,태국,피부과,9.64
202201,태국,대학/종합병원,20.39
202201,태국,치과,8.82
202201,태국,한의학과,1.93
202201,태국,안과,1.93
202202,태국,약국,55.86
202202,태국,성형외과,9.88
202202,태국,피부과,8.02
202202,태국,대학/종합병원,18.83
202202,태국,치과,6.17
202202,태국,한의학과,0.93
202202,태국,안과,0.31
202203,태국,약국,62.68
202203,태국,성형외과,9.06
202203,태국,피부과,5.62
202203,태국,대학/종합병원,15.4
202203,태국,치과,4.53
202203,태국,한약방,0.91
202203,태국,한의학과,0.91
202203,태국,안과,0.91
202204,태국,약국,52.98
202204,태국,성형외과,17.48
202204,태국,피부과,6.66
202204,태국,대학/종합병원,12.34
202204,태국,치과,6.1
202204,태국,한약방,0.55
202204,태국,한의학과,2.36
202204,태국,안과,1.53
202205,태국,약국,61.83
202205,태국,성형외과,18.21
202205,태국,피부과,8.57
202205,태국,대학/종합병원,6.62
202205,태국,치과,3.41
202205,태국,한약방,0.19
202205,태국,한의학과,0.88
202205,태국,안과,0.29
202206,태국,약국,57.51
202206,태국,성형외과,22.45
202206,태국,피부과,7.72
202206,태국,대학/종합병원,8.07
202206,태국,치과,2.34
202206,태국,한약방,0.21
202206,태국,한의학과,0.57
202206,태국,안과,1.13
202207,태국,약국,57.56
202207,태국,성형외과,18.42
202207,태국,피부과,7.66
202207,태국,대학/종합병원,11.18
202207,태국,치과,3.1
202207,태국,한약방,0.58
202207,태국,한의학과,0.73
202207,태국,안과,0.79
202208,태국,약국,53.52
202208,태국,성형외과,21.76
202208,태국,피부과,10.99
202208,태국,대학/종합병원,8.31
202208,태국,치과,3.52
202208,태국,한약방,0.14
202208,태국,한의학과,0.85
202208,태국,안과,0.92
202209,태국,약국,55.83
202209,태국,성형외과,23.67
202209,태국,피부과,11.8
202209,태국,대학/종합병원,5.09
202209,태국,치과,2.12
202209,태국,한약방,0.14
202209,태국,한의학과,0.78
202209,태국,안과,0.57
202210,태국,약국,57.32
202210,태국,성형외과,25.98
202210,태국,피부과,10.3
202210,태국,대학/종합병원,3.47
202210,태국,치과,1.37
202210,태국,한약방,0.43
202210,태국,한의학과,0.5
202210,태국,안과,0.63
202211,태국,약국,59.84
202211,태국,성형외과,25.32
202211,태국,피부과,9.95
202211,태국,대학/종합병원,2.2
202211,태국,치과,1.53
202211,태국,한약방,0.25
202211,태국,한의학과,0.58
202211,태국,안과,0.33
202212,태국,약국,53.92
202212,태국,성형외과,25.23
202212,태국,피부과,15.09
202212,태국,대학/종합병원,3.09
202212,태국,치과,1.49
202212,태국,한약방,0.49
202212,태국,한의학과,0.38
202212,태국,안과,0.31
