기준연월,시도명,소비건수_(전체)
202501,경상남도,1500.0
202502,경상남도,1325.0
202503,경상남도,1721.0
202504,경상남도,1866.0
202505,경상남도,1872.0
202506,경상남도,2031.0
202507,경상남도,2199.0
202508,경상남도,1860.0
202509,경상남도,1886.0
202510,경상남도,2010.0
202511,경상남도,2031.0
202512,경상남도,2130.0
