방문자 거주지,방문지,방문자 수 비율(%)
홍콩,서울특별시,40.0
홍콩,인천광역시,21.8
홍콩,경기도,10.1
홍콩,제주특별자치도,7.5
홍콩,부산광역시,5.5
홍콩,강원특별자치도,5.1
홍콩,전라남도,2.5
홍콩,경상남도,2.1
홍콩,경상북도,1.0
홍콩,대구광역시,1.0
홍콩,충청남도,0.8
홍콩,울산광역시,0.7
홍콩,전북특별자치도,0.7
홍콩,광주광역시,0.5
홍콩,충청북도,0.5
홍콩,대전광역시,0.3
홍콩,세종특별자치시,0.1
