방문자 거주지,방문지,업종대분류명,업종중분류명,대분류 소비액 비율(%),중분류 소비액 비율(%)
홍콩,서울특별시,쇼핑업,기타관광쇼핑,48.4,49.3
홍콩,서울특별시,쇼핑업,레저용품쇼핑,48.4,3.4
홍콩,서울특별시,쇼핑업,면세점,48.4,3.5
홍콩,서울특별시,쇼핑업,대형쇼핑몰,48.4,43.8
홍콩,서울특별시,숙박업,기타숙박,18.2,8.8
홍콩,서울특별시,숙박업,캠핑장/펜션,18.2,0.2
홍콩,서울특별시,숙박업,호텔,18.2,89.4
홍콩,서울특별시,숙박업,콘도,18.2,1.5
홍콩,서울특별시,식음료업,제과음료업,14.6,7.8
홍콩,서울특별시,식음료업,일반외식업,14.6,92.2
홍콩,서울특별시,여가서비스업,문화서비스,1.0,26.5
홍콩,서울특별시,여가서비스업,기타레저,1.0,65.0
홍콩,서울특별시,여가서비스업,골프장,1.0,8.4
홍콩,서울특별시,여가서비스업,관광유원시설,1.0,0.0
홍콩,서울특별시,여가서비스업,스키장,1.0,0.1
홍콩,서울특별시,여행업,여행업,0.4,100.0
홍콩,서울특별시,운송업,육상운송,3.8,91.1
홍콩,서울특별시,운송업,항공운송,3.8,8.0
홍콩,서울특별시,운송업,렌터카,3.8,0.8
홍콩,서울특별시,운송업,수상운송,3.8,0.1
홍콩,서울특별시,의료웰니스업,뷰티,13.6,37.5
홍콩,서울특별시,의료웰니스업,의료관광,13.6,62.5
