국가명,KTO카테고리소분류,소비건수비율(카테고리별)
미국,대학/종합병원,11.1
미국,성형외과,3.91
미국,안과,2.28
미국,약국,57.5
미국,치과,7.68
미국,피부과,13.58
미국,한약방,0.05
미국,한의학과,3.9
