국가명,KTO카테고리소분류,소비금액비율(카테고리별)
미국,대학/종합병원,10.99
미국,성형외과,24.35
미국,안과,2.48
미국,약국,8.82
미국,치과,9.21
미국,피부과,41.87
미국,한약방,0.02
미국,한의학과,2.25
