,국가명,KTO카테고리소분류,소비금액비율
202601,미국,전체,22.11
202602,미국,전체,21.64
202603,미국,전체,19.56
202604,미국,전체,20.66
202605,미국,전체,18.41
202606,미국,전체,20.13
