기준연월,국가명,KTO카테고리소분류,소비금액비율_전체
202601,미국,피부과,37.18
202601,미국,성형외과,27.44
202601,미국,대학/종합병원,13.86
202601,미국,약국,7.43
202601,미국,치과,9.58
202601,미국,안과,2.24
202601,미국,한의학과,2.26
202601,미국,한약방,0.02
202602,미국,피부과,37.91
202602,미국,성형외과,27.73
202602,미국,대학/종합병원,12.59
202602,미국,약국,7.49
202602,미국,치과,9.51
202602,미국,안과,2.29
202602,미국,한의학과,2.45
202602,미국,한약방,0.02
202603,미국,피부과,42.31
202603,미국,성형외과,25.22
202603,미국,대학/종합병원,10.3
202603,미국,약국,8.2
202603,미국,치과,9.33
202603,미국,안과,2.42
202603,미국,한의학과,2.2
202603,미국,한약방,0.02
202604,미국,피부과,43.14
202604,미국,성형외과,24.31
202604,미국,대학/종합병원,9.92
202604,미국,약국,8.72
202604,미국,치과,9.38
202604,미국,안과,2.58
202604,미국,한의학과,1.94
202604,미국,한약방,0.02
202605,미국,피부과,43.55
202605,미국,성형외과,22.86
202605,미국,대학/종합병원,10.18
202605,미국,약국,9.94
202605,미국,치과,8.51
202605,미국,안과,2.65
202605,미국,한의학과,2.3
202605,미국,한약방,0.01
202606,미국,피부과,43.17
202606,미국,성형외과,21.77
202606,미국,대학/종합병원,11.04
202606,미국,약국,9.8
202606,미국,치과,9.25
202606,미국,안과,2.48
202606,미국,한의학과,2.47
202606,미국,한약방,0.02
