기준년월,구분,방문지,방문자 수,방문자 수 비율
2020,전체 외국인,서울특별시,3766230,
2021,전체 외국인,서울특별시,1670308,
2022,전체 외국인,서울특별시,5588904,
2023,전체 외국인,서울특별시,33800001,
2024,전체 외국인,서울특별시,41541695,
2025,전체 외국인,서울특별시,47409856,
2020,중국인,서울특별시,,37.337
2021,중국인,서울특별시,,28.147
2022,중국인,서울특별시,,14.872
2023,중국인,서울특별시,,20.892
2024,중국인,서울특별시,,20.309
2025,중국인,서울특별시,,21.071
