국가명,기준연월,소비건수
태국,202501,2915.0
태국,202502,3009.0
태국,202503,4163.0
태국,202504,7405.0
태국,202505,5641.0
태국,202506,4256.0
태국,202507,4229.0
태국,202508,3190.0
태국,202509,4567.0
태국,202510,7837.0
태국,202511,7762.0
태국,202512,9471.0
