,국가명,KTO카테고리소분류,소비금액비율
202501,태국,전체,2.25
202502,태국,전체,2.98
202503,태국,전체,2.46
202504,태국,전체,3.75
202505,태국,전체,2.67
202506,태국,전체,1.8
202507,태국,전체,1.86
202508,태국,전체,1.56
202509,태국,전체,1.62
202510,태국,전체,3.17
202511,태국,전체,2.67
202512,태국,전체,3.11
