국가명,KTO카테고리소분류,소비금액비율(카테고리별)
태국,대학/종합병원,2.98
태국,성형외과,87.31
태국,안과,0.1
태국,약국,2.83
태국,치과,1.3
태국,피부과,5.15
태국,한약방,0.03
태국,한의학과,0.31
