,국가명,KTO카테고리소분류,소비건수비율
201901,태국,전체,1.07
201902,태국,전체,0.98
201903,태국,전체,0.9
201904,태국,전체,1.22
201905,태국,전체,1.04
201906,태국,전체,1.0
201907,태국,전체,0.91
201908,태국,전체,0.98
201909,태국,전체,1.04
201910,태국,전체,1.27
201911,태국,전체,1.13
201912,태국,전체,1.36
