기준연월,국가명,KTO카테고리소분류,소비금액비율_전체
201901,태국,성형외과,78.37
201901,태국,피부과,7.51
201901,태국,약국,3.4
201901,태국,대학/종합병원,8.33
201901,태국,치과,2.21
201901,태국,안과,0.01
201901,태국,한의학과,0.02
201901,태국,한약방,0.16
201902,태국,성형외과,83.36
201902,태국,피부과,9.31
201902,태국,약국,3.16
201902,태국,대학/종합병원,2.3
201902,태국,치과,1.17
201902,태국,안과,0.02
201902,태국,한의학과,0.68
201903,태국,성형외과,86.15
201903,태국,피부과,5.46
201903,태국,약국,3.01
201903,태국,대학/종합병원,3.94
201903,태국,치과,1.42
201903,태국,안과,0.02
201903,태국,한약방,0.01
201904,태국,성형외과,91.24
201904,태국,피부과,2.95
201904,태국,약국,2.53
201904,태국,대학/종합병원,2.02
201904,태국,치과,0.81
201904,태국,안과,0.0
201904,태국,한의학과,0.38
201904,태국,한약방,0.08
201905,태국,성형외과,89.65
201905,태국,피부과,5.3
201905,태국,약국,2.21
201905,태국,대학/종합병원,1.53
201905,태국,치과,0.9
201905,태국,안과,0.03
201905,태국,한의학과,0.37
201905,태국,한약방,0.01
201906,태국,성형외과,90.3
201906,태국,피부과,4.42
201906,태국,약국,2.05
201906,태국,대학/종합병원,2.77
201906,태국,치과,0.24
201906,태국,안과,0.17
201906,태국,한의학과,0.05
201906,태국,한약방,0.01
201907,태국,성형외과,85.96
201907,태국,피부과,6.62
201907,태국,약국,2.47
201907,태국,대학/종합병원,2.36
201907,태국,치과,1.57
201907,태국,안과,0.29
201907,태국,한의학과,0.71
201907,태국,한약방,0.01
201908,태국,성형외과,89.28
201908,태국,피부과,3.49
201908,태국,약국,2.54
201908,태국,대학/종합병원,3.66
201908,태국,치과,0.63
201908,태국,안과,0.04
201908,태국,한의학과,0.36
201908,태국,한약방,0.0
201909,태국,성형외과,88.86
201909,태국,피부과,3.83
201909,태국,약국,2.71
201909,태국,대학/종합병원,1.67
201909,태국,치과,2.4
201909,태국,안과,0.13
201909,태국,한의학과,0.38
201909,태국,한약방,0.01
201910,태국,성형외과,84.79
201910,태국,피부과,4.87
201910,태국,약국,3.6
201910,태국,대학/종합병원,5.21
201910,태국,치과,1.24
201910,태국,안과,0.02
201910,태국,한의학과,0.25
201910,태국,한약방,0.01
201911,태국,성형외과,88.92
201911,태국,피부과,3.59
201911,태국,약국,3.43
201911,태국,대학/종합병원,1.79
201911,태국,치과,1.99
201911,태국,안과,0.08
201911,태국,한의학과,0.19
201911,태국,한약방,0.01
201912,태국,성형외과,85.2
201912,태국,피부과,7.14
201912,태국,약국,3.1
201912,태국,대학/종합병원,2.19
201912,태국,치과,1.68
201912,태국,안과,0.33
201912,태국,한의학과,0.32
201912,태국,한약방,0.03
