국가명,KTO카테고리소분류,소비건수비율(카테고리별)
태국,대학/종합병원,8.27
태국,성형외과,22.53
태국,안과,0.75
태국,약국,53.47
태국,치과,3.28
태국,피부과,9.76
태국,한약방,0.43
태국,한의학과,1.51
