국가명,기준연월,소비건수
태국,201901,637.0
태국,201902,479.0
태국,201903,574.0
태국,201904,966.0
태국,201905,834.0
태국,201906,753.0
태국,201907,736.0
태국,201908,697.0
태국,201909,726.0
태국,201910,1090.0
태국,201911,922.0
태국,201912,1147.0
