방문자 거주지,방문지,업종대분류명,업종중분류명,대분류 소비액 비율(%),중분류 소비액 비율(%)
일본,서울특별시,쇼핑업,기타관광쇼핑,45.7,39.1
일본,서울특별시,쇼핑업,레저용품쇼핑,45.7,2.6
일본,서울특별시,쇼핑업,대형쇼핑몰,45.7,37.7
일본,서울특별시,쇼핑업,면세점,45.7,20.6
일본,서울특별시,숙박업,기타숙박,17.4,15.5
일본,서울특별시,숙박업,캠핑장/펜션,17.4,0.3
일본,서울특별시,숙박업,호텔,17.4,84.0
일본,서울특별시,숙박업,콘도,17.4,0.2
일본,서울특별시,식음료업,제과음료업,12.0,20.2
일본,서울특별시,식음료업,일반외식업,12.0,79.8
일본,서울특별시,여가서비스업,문화서비스,0.6,40.5
일본,서울특별시,여가서비스업,기타레저,0.6,56.0
일본,서울특별시,여가서비스업,골프장,0.6,3.5
일본,서울특별시,여가서비스업,관광유원시설,0.6,0.0
일본,서울특별시,여행업,여행업,0.3,100.0
일본,서울특별시,운송업,육상운송,3.8,92.7
일본,서울특별시,운송업,렌터카,3.8,0.4
일본,서울특별시,운송업,항공운송,3.8,6.8
일본,서울특별시,운송업,수상운송,3.8,0.0
일본,서울특별시,의료웰니스업,뷰티,20.2,43.1
일본,서울특별시,의료웰니스업,의료관광,20.2,56.9
