,국가명,KTO카테고리소분류,소비금액비율
201801,일본,전체,7.22
201802,일본,전체,6.32
201803,일본,전체,6.52
201804,일본,전체,6.13
201805,일본,전체,6.09
201806,일본,전체,7.09
201807,일본,전체,6.34
201808,일본,전체,8.47
201809,일본,전체,8.12
201810,일본,전체,7.91
201811,일본,전체,8.02
201812,일본,전체,9.35
