기준연월,국가명,KTO카테고리소분류,소비금액비율_전체
201801,일본,성형외과,25.9
201801,일본,피부과,33.91
201801,일본,한의학과,23.65
201801,일본,대학/종합병원,5.32
201801,일본,치과,6.35
201801,일본,약국,4.12
201801,일본,안과,0.76
201801,일본,한약방,0.0
201802,일본,성형외과,37.55
201802,일본,피부과,27.32
201802,일본,한의학과,19.62
201802,일본,대학/종합병원,5.73
201802,일본,치과,4.71
201802,일본,약국,4.13
201802,일본,안과,0.86
201802,일본,한약방,0.08
201803,일본,성형외과,32.09
201803,일본,피부과,30.23
201803,일본,한의학과,22.14
201803,일본,대학/종합병원,7.27
201803,일본,치과,3.98
201803,일본,약국,4.05
201803,일본,안과,0.22
201803,일본,한약방,0.02
201804,일본,성형외과,34.47
201804,일본,피부과,28.18
201804,일본,한의학과,21.3
201804,일본,대학/종합병원,6.21
201804,일본,치과,6.18
201804,일본,약국,3.45
201804,일본,안과,0.18
201804,일본,한약방,0.03
201805,일본,성형외과,29.86
201805,일본,피부과,31.66
201805,일본,한의학과,22.98
201805,일본,대학/종합병원,6.56
201805,일본,치과,4.63
201805,일본,약국,3.79
201805,일본,안과,0.37
201805,일본,한약방,0.16
201806,일본,성형외과,35.45
201806,일본,피부과,30.68
201806,일본,한의학과,22.01
201806,일본,대학/종합병원,4.22
201806,일본,치과,3.55
201806,일본,약국,3.92
201806,일본,안과,0.17
201806,일본,한약방,0.01
201807,일본,성형외과,30.48
201807,일본,피부과,34.96
201807,일본,한의학과,20.88
201807,일본,대학/종합병원,5.12
201807,일본,치과,4.72
201807,일본,약국,3.74
201807,일본,안과,0.08
201807,일본,한약방,0.01
201808,일본,성형외과,38.67
201808,일본,피부과,29.7
201808,일본,한의학과,15.93
201808,일본,대학/종합병원,7.52
201808,일본,치과,4.37
201808,일본,약국,3.62
201808,일본,안과,0.15
201808,일본,한약방,0.03
201809,일본,성형외과,36.89
201809,일본,피부과,32.9
201809,일본,한의학과,16.47
201809,일본,대학/종합병원,4.99
201809,일본,치과,5.12
201809,일본,약국,3.47
201809,일본,안과,0.12
201809,일본,한약방,0.03
201810,일본,성형외과,32.05
201810,일본,피부과,36.72
201810,일본,한의학과,18.76
201810,일본,대학/종합병원,3.54
201810,일본,치과,5.62
201810,일본,약국,3.1
201810,일본,안과,0.08
201810,일본,한약방,0.12
201811,일본,성형외과,31.88
201811,일본,피부과,38.03
201811,일본,한의학과,15.16
201811,일본,대학/종합병원,6.58
201811,일본,치과,5.03
201811,일본,약국,3.12
201811,일본,안과,0.04
201811,일본,한약방,0.16
201812,일본,성형외과,36.99
201812,일본,피부과,34.16
201812,일본,한의학과,16.59
201812,일본,대학/종합병원,5.13
201812,일본,치과,3.35
201812,일본,약국,2.97
201812,일본,안과,0.44
201812,일본,한약방,0.38
