국가명,기준연월,소비금액
일본,201801,1493457.0
일본,201802,1160913.0
일본,201803,1579879.0
일본,201804,1611446.0
일본,201805,1577552.0
일본,201806,1754342.0
일본,201807,1591605.0
일본,201808,1935835.0
일본,201809,1759603.0
일본,201810,2190558.0
일본,201811,2512554.0
일본,201812,2520214.0
