기준연월,국가명,KTO카테고리소분류,소비건수비율_전체
201801,일본,약국,36.48
201801,일본,피부과,24.21
201801,일본,성형외과,8.63
201801,일본,한의학과,16.01
201801,일본,대학/종합병원,8.52
201801,일본,치과,4.94
201801,일본,안과,1.18
201801,일본,한약방,0.02
201802,일본,약국,39.8
201802,일본,피부과,19.99
201802,일본,성형외과,9.3
201802,일본,한의학과,16.24
201802,일본,대학/종합병원,9.48
201802,일본,치과,3.84
201802,일본,안과,1.11
201802,일본,한약방,0.24
201803,일본,약국,39.84
201803,일본,피부과,22.51
201803,일본,성형외과,8.8
201803,일본,한의학과,16.45
201803,일본,대학/종합병원,8.19
201803,일본,치과,3.75
201803,일본,안과,0.44
201803,일본,한약방,0.02
201804,일본,약국,36.2
201804,일본,피부과,24.02
201804,일본,성형외과,9.38
201804,일본,한의학과,16.64
201804,일본,대학/종합병원,8.05
201804,일본,치과,4.81
201804,일본,안과,0.76
201804,일본,한약방,0.15
201805,일본,약국,35.97
201805,일본,피부과,23.92
201805,일본,성형외과,9.42
201805,일본,한의학과,17.14
201805,일본,대학/종합병원,8.22
201805,일본,치과,4.18
201805,일본,안과,0.77
201805,일본,한약방,0.39
201806,일본,약국,34.2
201806,일본,피부과,26.01
201806,일본,성형외과,10.85
201806,일본,한의학과,17.68
201806,일본,대학/종합병원,7.21
201806,일본,치과,3.22
201806,일본,안과,0.78
201806,일본,한약방,0.04
201807,일본,약국,34.14
201807,일본,피부과,25.69
201807,일본,성형외과,9.41
201807,일본,한의학과,17.26
201807,일본,대학/종합병원,8.83
201807,일본,치과,4.0
201807,일본,안과,0.59
201807,일본,한약방,0.08
201808,일본,약국,36.44
201808,일본,피부과,24.2
201808,일본,성형외과,10.15
201808,일본,한의학과,15.65
201808,일본,대학/종합병원,8.41
201808,일본,치과,4.26
201808,일본,안과,0.8
201808,일본,한약방,0.1
201809,일본,약국,37.79
201809,일본,피부과,23.7
201809,일본,성형외과,11.62
201809,일본,한의학과,15.44
201809,일본,대학/종합병원,7.18
201809,일본,치과,3.57
201809,일본,안과,0.56
201809,일본,한약방,0.15
201810,일본,약국,33.89
201810,일본,피부과,28.19
201810,일본,성형외과,12.67
201810,일본,한의학과,14.55
201810,일본,대학/종합병원,5.95
201810,일본,치과,3.86
201810,일본,안과,0.55
201810,일본,한약방,0.35
201811,일본,약국,31.63
201811,일본,피부과,29.3
201811,일본,성형외과,14.03
201811,일본,한의학과,15.01
201811,일본,대학/종합병원,6.42
201811,일본,치과,3.0
201811,일본,안과,0.34
201811,일본,한약방,0.28
201812,일본,약국,33.0
201812,일본,피부과,27.64
201812,일본,성형외과,14.79
201812,일본,한의학과,14.05
201812,일본,대학/종합병원,6.16
201812,일본,치과,3.16
201812,일본,안과,0.76
201812,일본,한약방,0.42
