국가명,KTO카테고리소분류,소비금액비율(카테고리별)
일본,대학/종합병원,5.65
일본,성형외과,33.64
일본,안과,0.26
일본,약국,3.55
일본,치과,4.75
일본,피부과,32.85
일본,한약방,0.1
일본,한의학과,19.2
