국가명,KTO카테고리소분류,소비건수비율(카테고리별)
일본,대학/종합병원,7.54
일본,성형외과,11.09
일본,안과,0.69
일본,약국,35.4
일본,치과,3.82
일본,피부과,25.38
일본,한약방,0.2
일본,한의학과,15.87
