기준연월,시도명,소비금액_(전체)
202501,울산광역시,89495.0
202502,울산광역시,60506.0
202503,울산광역시,117314.0
202504,울산광역시,122993.0
202505,울산광역시,85173.0
202506,울산광역시,105160.0
202507,울산광역시,95391.0
202508,울산광역시,83145.0
202509,울산광역시,97250.0
202510,울산광역시,115122.0
202511,울산광역시,73331.0
202512,울산광역시,105109.0
