기준연월,시도명,소비건수_(전체)
202501,울산광역시,565.0
202502,울산광역시,470.0
202503,울산광역시,634.0
202504,울산광역시,695.0
202505,울산광역시,710.0
202506,울산광역시,716.0
202507,울산광역시,776.0
202508,울산광역시,616.0
202509,울산광역시,652.0
202510,울산광역시,660.0
202511,울산광역시,755.0
202512,울산광역시,784.0
