국가명,KTO카테고리소분류,소비건수비율(카테고리별)
태국,대학/종합병원,3.32
태국,성형외과,10.34
태국,안과,0.37
태국,약국,47.62
태국,치과,1.44
태국,피부과,36.22
태국,한약방,0.1
태국,한의학과,0.58
