,국가명,KTO카테고리소분류,소비건수비율
202401,태국,전체,1.8
202402,태국,전체,1.94
202403,태국,전체,2.03
202404,태국,전체,2.8
202405,태국,전체,1.86
202406,태국,전체,1.41
202407,태국,전체,1.29
202408,태국,전체,1.18
202409,태국,전체,1.23
202410,태국,전체,1.96
202411,태국,전체,1.54
202412,태국,전체,1.79
