기준연월,국가명,KTO카테고리소분류,소비건수비율_전체
202401,태국,약국,47.37
202401,태국,피부과,35.83
202401,태국,성형외과,11.18
202401,태국,대학/종합병원,3.9
202401,태국,치과,1.11
202401,태국,한의학과,0.21
202401,태국,안과,0.33
202401,태국,한약방,0.08
202402,태국,약국,42.29
202402,태국,피부과,39.27
202402,태국,성형외과,11.97
202402,태국,대학/종합병원,3.79
202402,태국,치과,1.92
202402,태국,한의학과,0.26
202402,태국,안과,0.34
202402,태국,한약방,0.17
202403,태국,약국,44.49
202403,태국,피부과,38.97
202403,태국,성형외과,11.31
202403,태국,대학/종합병원,2.81
202403,태국,치과,1.42
202403,태국,한의학과,0.54
202403,태국,안과,0.37
202403,태국,한약방,0.09
202404,태국,약국,47.14
202404,태국,피부과,37.7
202404,태국,성형외과,11.12
202404,태국,대학/종합병원,2.09
202404,태국,치과,1.16
202404,태국,한의학과,0.34
202404,태국,안과,0.35
202404,태국,한약방,0.1
202405,태국,약국,44.39
202405,태국,피부과,40.4
202405,태국,성형외과,10.03
202405,태국,대학/종합병원,2.81
202405,태국,치과,1.03
202405,태국,한의학과,0.71
202405,태국,안과,0.49
202405,태국,한약방,0.15
202406,태국,약국,46.94
202406,태국,피부과,35.66
202406,태국,성형외과,10.35
202406,태국,대학/종합병원,3.68
202406,태국,치과,1.97
202406,태국,한의학과,0.86
202406,태국,안과,0.54
202407,태국,약국,46.85
202407,태국,피부과,35.26
202407,태국,성형외과,10.6
202407,태국,대학/종합병원,3.38
202407,태국,치과,2.11
202407,태국,한의학과,1.3
202407,태국,안과,0.46
202407,태국,한약방,0.04
202408,태국,약국,51.47
202408,태국,피부과,30.22
202408,태국,성형외과,9.89
202408,태국,대학/종합병원,4.9
202408,태국,치과,2.05
202408,태국,한의학과,0.71
202408,태국,안과,0.63
202408,태국,한약방,0.13
202409,태국,약국,50.45
202409,태국,피부과,32.27
202409,태국,성형외과,10.64
202409,태국,대학/종합병원,3.84
202409,태국,치과,1.65
202409,태국,한의학과,0.61
202409,태국,안과,0.29
202409,태국,한약방,0.25
202410,태국,약국,49.28
202410,태국,피부과,36.22
202410,태국,성형외과,10.22
202410,태국,대학/종합병원,2.02
202410,태국,치과,1.19
202410,태국,한의학과,0.62
202410,태국,안과,0.34
202410,태국,한약방,0.11
202411,태국,약국,48.8
202411,태국,피부과,35.46
202411,태국,성형외과,9.37
202411,태국,대학/종합병원,4.28
202411,태국,치과,1.23
202411,태국,한의학과,0.41
202411,태국,안과,0.29
202411,태국,한약방,0.15
202412,태국,약국,50.65
202412,태국,피부과,34.27
202412,태국,성형외과,8.43
202412,태국,대학/종합병원,4.55
202412,태국,치과,1.34
202412,태국,한의학과,0.54
202412,태국,안과,0.2
202412,태국,한약방,0.02
