기준연월,국가명,KTO카테고리소분류,소비금액비율_전체
202401,태국,성형외과,54.06
202401,태국,피부과,39.16
202401,태국,대학/종합병원,3.6
202401,태국,약국,2.25
202401,태국,한의학과,0.21
202401,태국,치과,0.54
202401,태국,안과,0.18
202401,태국,한약방,0.0
202402,태국,성형외과,57.09
202402,태국,피부과,39.45
202402,태국,대학/종합병원,0.82
202402,태국,약국,1.89
202402,태국,한의학과,0.05
202402,태국,치과,0.69
202402,태국,안과,0.02
202402,태국,한약방,0.0
202403,태국,성형외과,51.09
202403,태국,피부과,43.64
202403,태국,대학/종합병원,1.49
202403,태국,약국,1.93
202403,태국,한의학과,0.16
202403,태국,치과,1.6
202403,태국,안과,0.1
202403,태국,한약방,0.0
202404,태국,성형외과,51.12
202404,태국,피부과,44.04
202404,태국,대학/종합병원,1.65
202404,태국,약국,1.95
202404,태국,한의학과,0.16
202404,태국,치과,1.01
202404,태국,안과,0.07
202404,태국,한약방,0.0
202405,태국,성형외과,44.16
202405,태국,피부과,51.71
202405,태국,대학/종합병원,1.16
202405,태국,약국,2.19
202405,태국,한의학과,0.15
202405,태국,치과,0.58
202405,태국,안과,0.04
202405,태국,한약방,0.0
202406,태국,성형외과,51.57
202406,태국,피부과,42.14
202406,태국,대학/종합병원,2.8
202406,태국,약국,1.86
202406,태국,한의학과,0.13
202406,태국,치과,1.35
202406,태국,안과,0.14
202407,태국,성형외과,54.67
202407,태국,피부과,40.3
202407,태국,대학/종합병원,1.01
202407,태국,약국,1.9
202407,태국,한의학과,0.75
202407,태국,치과,1.29
202407,태국,안과,0.08
202407,태국,한약방,0.0
202408,태국,성형외과,49.68
202408,태국,피부과,42.01
202408,태국,대학/종합병원,4.16
202408,태국,약국,2.38
202408,태국,한의학과,0.28
202408,태국,치과,0.99
202408,태국,안과,0.49
202408,태국,한약방,0.0
202409,태국,성형외과,52.05
202409,태국,피부과,40.78
202409,태국,대학/종합병원,2.06
202409,태국,약국,2.09
202409,태국,한의학과,1.03
202409,태국,치과,1.83
202409,태국,안과,0.16
202409,태국,한약방,0.0
202410,태국,성형외과,46.76
202410,태국,피부과,48.83
202410,태국,대학/종합병원,0.9
202410,태국,약국,2.65
202410,태국,한의학과,0.31
202410,태국,치과,0.45
202410,태국,안과,0.1
202410,태국,한약방,0.0
202411,태국,성형외과,46.85
202411,태국,피부과,46.11
202411,태국,대학/종합병원,3.14
202411,태국,약국,2.09
202411,태국,한의학과,0.07
202411,태국,치과,1.71
202411,태국,안과,0.03
202411,태국,한약방,0.0
202412,태국,성형외과,49.72
202412,태국,피부과,43.87
202412,태국,대학/종합병원,2.37
202412,태국,약국,2.17
202412,태국,한의학과,0.93
202412,태국,치과,0.58
202412,태국,안과,0.36
202412,태국,한약방,0.0
