,국가명,KTO카테고리소분류,소비금액비율
202401,태국,전체,2.8
202402,태국,전체,3.57
202403,태국,전체,3.38
202404,태국,전체,4.6
202405,태국,전체,2.98
202406,태국,전체,2.63
202407,태국,전체,2.8
202408,태국,전체,1.9
202409,태국,전체,2.07
202410,태국,전체,3.54
202411,태국,전체,2.56
202412,태국,전체,2.88
