국가명,기준연월,소비건수
글로벌,202401,135139.0
글로벌,202402,120865.0
글로벌,202403,173271.0
글로벌,202404,212180.0
글로벌,202405,220179.0
글로벌,202406,223980.0
글로벌,202407,219599.0
글로벌,202408,202355.0
글로벌,202409,225937.0
글로벌,202410,285844.0
글로벌,202411,268714.0
글로벌,202412,248705.0
