국가명,KTO카테고리소분류,소비금액비율(카테고리별)
글로벌,대학/종합병원,9.42
글로벌,성형외과,29.08
글로벌,안과,2.06
글로벌,약국,4.72
글로벌,치과,4.86
글로벌,피부과,47.96
글로벌,한약방,0.01
글로벌,한의학과,1.88
