국가명,KTO카테고리소분류,소비금액비율(카테고리별)
중국,대학/종합병원,19.79
중국,성형외과,26.95
중국,안과,2.9
중국,약국,8.67
중국,치과,11.17
중국,피부과,26.44
중국,한약방,0.04
중국,한의학과,4.03
