국가명,KTO카테고리소분류,소비건수비율(카테고리별)
중국,대학/종합병원,20.57
중국,성형외과,3.9
중국,안과,1.22
중국,약국,55.39
중국,치과,6.09
중국,피부과,8.82
중국,한약방,0.22
중국,한의학과,3.78
