,국가명,KTO카테고리소분류,소비금액비율
202201,중국,전체,8.88
202202,중국,전체,16.03
202203,중국,전체,11.67
202204,중국,전체,7.6
202205,중국,전체,8.11
202206,중국,전체,8.34
202207,중국,전체,7.69
202208,중국,전체,8.19
202209,중국,전체,5.14
202210,중국,전체,4.57
202211,중국,전체,6.13
202212,중국,전체,9.41
