,국가명,KTO카테고리소분류,소비건수비율
202601,홍콩,전체,3.72
202602,홍콩,전체,4.07
202603,홍콩,전체,3.54
202604,홍콩,전체,3.85
202605,홍콩,전체,3.52
202606,홍콩,전체,3.52
