,국가명,KTO카테고리소분류,소비금액비율
202601,홍콩,전체,4.8
202602,홍콩,전체,5.25
202603,홍콩,전체,5.07
202604,홍콩,전체,4.62
202605,홍콩,전체,4.58
202606,홍콩,전체,4.56
