기준연월,국가명,KTO카테고리소분류,소비건수비율_전체
202601,홍콩,약국,63.64
202601,홍콩,피부과,23.15
202601,홍콩,성형외과,3.6
202601,홍콩,치과,3.7
202601,홍콩,대학/종합병원,3.28
202601,홍콩,한의학과,1.7
202601,홍콩,안과,0.85
202601,홍콩,한약방,0.07
202602,홍콩,약국,65.1
202602,홍콩,피부과,22.4
202602,홍콩,성형외과,3.24
202602,홍콩,치과,3.33
202602,홍콩,대학/종합병원,3.43
202602,홍콩,한의학과,1.54
202602,홍콩,안과,0.94
202602,홍콩,한약방,0.02
202603,홍콩,약국,66.94
202603,홍콩,피부과,22.58
202603,홍콩,성형외과,3.76
202603,홍콩,치과,2.24
202603,홍콩,대학/종합병원,2.5
202603,홍콩,한의학과,1.38
202603,홍콩,안과,0.56
202603,홍콩,한약방,0.05
202604,홍콩,약국,69.87
202604,홍콩,피부과,20.42
202604,홍콩,성형외과,3.0
202604,홍콩,치과,2.43
202604,홍콩,대학/종합병원,2.48
202604,홍콩,한의학과,1.31
202604,홍콩,안과,0.47
202604,홍콩,한약방,0.02
202605,홍콩,약국,69.95
202605,홍콩,피부과,22.02
202605,홍콩,성형외과,2.86
202605,홍콩,치과,1.9
202605,홍콩,대학/종합병원,1.84
202605,홍콩,한의학과,0.97
202605,홍콩,안과,0.42
202605,홍콩,한약방,0.03
202606,홍콩,약국,70.08
202606,홍콩,피부과,20.81
202606,홍콩,성형외과,3.01
202606,홍콩,치과,2.35
202606,홍콩,대학/종합병원,2.3
202606,홍콩,한의학과,0.88
202606,홍콩,안과,0.52
202606,홍콩,한약방,0.05
