국가명,KTO카테고리소분류,소비건수비율(카테고리별)
홍콩,대학/종합병원,2.5
홍콩,성형외과,3.19
홍콩,안과,0.58
홍콩,약국,68.26
홍콩,치과,2.51
홍콩,피부과,21.69
홍콩,한약방,0.04
홍콩,한의학과,1.23
