기준연월,국가명,KTO카테고리소분류,소비금액비율_전체
202601,홍콩,피부과,68.0
202601,홍콩,성형외과,13.57
202601,홍콩,약국,9.95
202601,홍콩,대학/종합병원,3.76
202601,홍콩,치과,2.99
202601,홍콩,한의학과,0.91
202601,홍콩,안과,0.81
202601,홍콩,한약방,0.01
202602,홍콩,피부과,69.24
202602,홍콩,성형외과,14.16
202602,홍콩,약국,10.32
202602,홍콩,대학/종합병원,2.7
202602,홍콩,치과,1.72
202602,홍콩,한의학과,0.83
202602,홍콩,안과,1.04
202602,홍콩,한약방,0.0
202603,홍콩,피부과,67.68
202603,홍콩,성형외과,15.37
202603,홍콩,약국,10.91
202603,홍콩,대학/종합병원,1.97
202603,홍콩,치과,2.47
202603,홍콩,한의학과,0.99
202603,홍콩,안과,0.6
202603,홍콩,한약방,0.0
202604,홍콩,피부과,69.79
202604,홍콩,성형외과,10.87
202604,홍콩,약국,13.03
202604,홍콩,대학/종합병원,2.21
202604,홍콩,치과,2.72
202604,홍콩,한의학과,0.97
202604,홍콩,안과,0.41
202604,홍콩,한약방,0.0
202605,홍콩,피부과,71.29
202605,홍콩,성형외과,11.25
202605,홍콩,약국,12.89
202605,홍콩,대학/종합병원,1.46
202605,홍콩,치과,1.92
202605,홍콩,한의학과,0.76
202605,홍콩,안과,0.43
202605,홍콩,한약방,0.01
202606,홍콩,피부과,68.79
202606,홍콩,성형외과,12.78
202606,홍콩,약국,12.61
202606,홍콩,대학/종합병원,2.73
202606,홍콩,치과,1.98
202606,홍콩,한의학과,0.77
202606,홍콩,안과,0.34
202606,홍콩,한약방,0.01
