국가명,KTO카테고리소분류,소비건수비율(카테고리별)
대만,대학/종합병원,14.93
대만,성형외과,10.47
대만,안과,0.58
대만,약국,60.13
대만,치과,4.31
대만,피부과,7.88
대만,한약방,0.39
대만,한의학과,1.32
