국가명,KTO카테고리소분류,소비금액비율(카테고리별)
대만,대학/종합병원,24.68
대만,성형외과,50.37
대만,안과,0.5
대만,약국,7.27
대만,치과,6.52
대만,피부과,9.2
대만,한약방,0.07
대만,한의학과,1.39
