기준연월,국가명,KTO카테고리소분류,소비건수비율_전체
201801,대만,약국,54.42
201801,대만,성형외과,8.84
201801,대만,대학/종합병원,23.47
201801,대만,피부과,5.78
201801,대만,치과,5.78
201801,대만,한의학과,0.68
201801,대만,안과,1.02
201802,대만,약국,55.31
201802,대만,성형외과,13.18
201802,대만,대학/종합병원,19.61
201802,대만,피부과,5.47
201802,대만,치과,4.18
201802,대만,한의학과,1.61
201802,대만,안과,0.32
201802,대만,한약방,0.32
201803,대만,약국,53.91
201803,대만,성형외과,9.5
201803,대만,대학/종합병원,22.07
201803,대만,피부과,7.82
201803,대만,치과,4.19
201803,대만,한의학과,1.4
201803,대만,안과,0.84
201803,대만,한약방,0.28
201804,대만,약국,64.38
201804,대만,성형외과,9.5
201804,대만,대학/종합병원,16.36
201804,대만,피부과,4.22
201804,대만,치과,3.69
201804,대만,한의학과,1.06
201804,대만,안과,0.53
201804,대만,한약방,0.26
201805,대만,약국,66.1
201805,대만,성형외과,7.88
201805,대만,대학/종합병원,12.33
201805,대만,피부과,6.85
201805,대만,치과,4.11
201805,대만,한의학과,1.71
201805,대만,안과,0.34
201805,대만,한약방,0.68
201806,대만,약국,64.93
201806,대만,성형외과,7.82
201806,대만,대학/종합병원,12.56
201806,대만,피부과,9.24
201806,대만,치과,4.27
201806,대만,한의학과,0.71
201806,대만,안과,0.47
201807,대만,약국,62.37
201807,대만,성형외과,6.84
201807,대만,대학/종합병원,15.26
201807,대만,피부과,9.21
201807,대만,치과,4.74
201807,대만,한의학과,0.79
201807,대만,안과,0.79
201808,대만,약국,57.89
201808,대만,성형외과,10.26
201808,대만,대학/종합병원,11.58
201808,대만,피부과,12.11
201808,대만,치과,3.68
201808,대만,한의학과,3.16
201808,대만,안과,0.79
201808,대만,한약방,0.53
201809,대만,약국,57.87
201809,대만,성형외과,15.01
201809,대만,대학/종합병원,14.29
201809,대만,피부과,7.26
201809,대만,치과,3.39
201809,대만,한의학과,1.45
201809,대만,한약방,0.73
201810,대만,약국,60.41
201810,대만,성형외과,9.9
201810,대만,대학/종합병원,12.78
201810,대만,피부과,9.9
201810,대만,치과,5.36
201810,대만,한의학과,0.41
201810,대만,안과,0.41
201810,대만,한약방,0.82
201811,대만,약국,61.63
201811,대만,성형외과,11.99
201811,대만,대학/종합병원,10.55
201811,대만,피부과,7.67
201811,대만,치과,5.28
201811,대만,한의학과,1.2
201811,대만,안과,1.2
201811,대만,한약방,0.48
201812,대만,약국,60.49
201812,대만,성형외과,13.44
201812,대만,대학/종합병원,12.83
201812,대만,피부과,7.33
201812,대만,치과,3.26
201812,대만,한의학과,1.83
201812,대만,안과,0.41
201812,대만,한약방,0.41
