기준연월,시도명,소비건수_(전체)
202501,충청북도,730.0
202502,충청북도,686.0
202503,충청북도,867.0
202504,충청북도,1058.0
202505,충청북도,1108.0
202506,충청북도,1184.0
202507,충청북도,1258.0
202508,충청북도,1032.0
202509,충청북도,1291.0
202510,충청북도,1274.0
202511,충청북도,1436.0
202512,충청북도,1436.0
