기준연월,시도명,소비금액_(전체)
202501,충청북도,96889.0
202502,충청북도,89716.0
202503,충청북도,86528.0
202504,충청북도,131149.0
202505,충청북도,129314.0
202506,충청북도,119948.0
202507,충청북도,155330.0
202508,충청북도,113900.0
202509,충청북도,173253.0
202510,충청북도,119853.0
202511,충청북도,134587.0
202512,충청북도,151108.0
