,국가명,KTO카테고리소분류,소비금액비율
2018,중국,전체,42.31
2019,중국,전체,41.49
2020,중국,전체,34.68
2021,중국,전체,14.12
2022,중국,전체,7.64
2023,중국,전체,11.18
2024,중국,전체,12.36
2025,중국,전체,13.05
2026,중국,전체,23.26
