,국가명,KTO카테고리소분류,소비건수비율
2018,중국,전체,24.96
2019,중국,전체,25.53
2020,중국,전체,20.17
2021,중국,전체,7.62
2022,중국,전체,7.2
2023,중국,전체,8.09
2024,중국,전체,7.88
2025,중국,전체,7.55
2026,중국,전체,11.68
