기준연월,시도명,소비건수_(전체)
202501,광주광역시,642.0
202502,광주광역시,625.0
202503,광주광역시,742.0
202504,광주광역시,1027.0
202505,광주광역시,985.0
202506,광주광역시,1128.0
202507,광주광역시,1066.0
202508,광주광역시,869.0
202509,광주광역시,972.0
202510,광주광역시,1104.0
202511,광주광역시,1157.0
202512,광주광역시,1120.0
