기준연월,시도명,소비금액_(전체)
202501,광주광역시,104980.0
202502,광주광역시,75775.0
202503,광주광역시,80429.0
202504,광주광역시,131407.0
202505,광주광역시,110914.0
202506,광주광역시,144210.0
202507,광주광역시,141879.0
202508,광주광역시,106350.0
202509,광주광역시,113276.0
202510,광주광역시,159129.0
202511,광주광역시,155376.0
202512,광주광역시,125770.0
