국가명,기준연월,소비금액
미국,201901,4186465.0
미국,201902,3535524.0
미국,201903,4570572.0
미국,201904,5627793.0
미국,201905,5729959.0
미국,201906,5550537.0
미국,201907,5773136.0
미국,201908,4832407.0
미국,201909,5169014.0
미국,201910,6632952.0
미국,201911,5698965.0
미국,201912,5707369.0
