국가명,KTO카테고리소분류,소비금액비율(카테고리별)
미국,대학/종합병원,28.79
미국,성형외과,25.49
미국,안과,2.56
미국,약국,6.16
미국,치과,14.55
미국,피부과,17.81
미국,한약방,0.05
미국,한의학과,4.6
